cityname,cityshortname,citypinyin,cityshortpinyin,cityareaname,cityareashortname,provincename,provinceshortname
眉县,眉县,meixian,meixian,宝鸡市,宝鸡市,陕西,陕西
武安市,武安,wuanshi,wuan,邯郸市,邯郸市,河北,河北
西吉县,西吉,xijixian,xiji,固原市,固原市,宁夏,宁夏
昭平县,昭平,zhaopingxian,zhaoping,贺州市,贺州市,广西,广西
濠江区,濠江,haojiangqu,haojiang,汕头市,汕头市,广东,广东
西山区,西山,xishanqu,xishan,昆明市,昆明市,云南,云南
宜良县,宜良,yiliangxian,yiliang,"昆明市 ","昆明市 ",云南,云南
元阳县,元阳,yuanyangxian,yuanyang,红河哈尼族彝族自治州,红河哈尼族彝族自治州,云南,云南
吉首市,吉首,jishoushi,jishou,湘西土家族苗族自治州,湘西土家族苗族自治州,湖南,湖南
南郊区,南郊,nanjiaoqu,nanjiao,大同市,大同市,山西,山西
班玛县,班玛,banmaxian,banma,果洛藏族自治州,果洛藏族自治州,青海,青海
尖扎县,尖扎,jianzhaxian,jianzha,黄南藏族自治州,黄南藏族自治州,青海,青海
华安县,华安,huaanxian,huaan,漳州市,漳州市,福建,福建
和硕县,和硕,heshuoxian,heshuo,巴音郭楞蒙古自治州,巴音郭楞蒙古自治州,新疆,新疆
台儿庄区,台儿庄,taierzhuangqu,taierzhuang,枣庄市,枣庄市,山东,山东
古交市,古交,gujiaoshi,gujiao,太原市,太原市,山西,山西
迁安市,迁安,qiananshi,qianan,唐山市,唐山市,河北,河北
旬邑县,旬邑,xunyixian,xunyi,咸阳市,咸阳市,陕西,陕西
海淀区,海淀,haidianqu,haidian,北京市,北京市,北京,北京
集宁区,集宁,jiningqu,jining,乌兰察布市,乌兰察布市,内蒙古,内蒙古
利通区,利通,litongqu,litong,吴忠市,吴忠市,宁夏,宁夏
元宝山区,元宝山,yuanbaoshanqu,yuanbaoshan,赤峰市,赤峰市,内蒙古,内蒙古
新沂市,新沂,xinyishi,xinyi,徐州市,徐州市,江苏,江苏
庆城县,庆城,qingchengxian,qingcheng,庆阳市,庆阳市,甘肃,甘肃
花溪区,花溪,huaxiqu,huaxi,贵阳市,贵阳市,贵州,贵州
台前县,台前,taiqianxian,taiqian,濮阳市,濮阳市,河南,河南
嘉定区,嘉定,jiadingqu,jiading,上海市,上海市,上海,上海
长白朝鲜族自治县,长白朝鲜族,changbaichaoxianzuzizhixian,changbaichaoxianzu,白山市,白山市,吉林,吉林
禄劝彝族苗族自治县,禄劝彝族苗族,luquanyizumiaozuzizhixian,luquanyizumiaozu,"昆明市 ","昆明市 ",云南,云南
和平区,和平,hepingqu,heping,沈阳市,沈阳市,辽宁,辽宁
长顺县,长顺,changshunxian,changshun,黔南布依族苗族自治州,黔南布依族苗族自治州,贵州,贵州
东兴市,东兴,dongxingshi,dongxing,防城港市,防城港市,广西,广西
金乡县,金乡,jinxiangxian,jinxiang,济宁市,济宁市,山东,山东
沂南县,沂南,yinanxian,yinan,临沂市,临沂市,山东,山东
鹿邑县,鹿邑,luyixian,luyi,周口市,周口市,河南,河南
班戈县,班戈,bangexian,bange,那曲地区,那曲,西藏,西藏
穆棱市,穆棱,mulengshi,muleng,牡丹江市,牡丹江市,黑龙江,黑龙江
海宁市,海宁,hainingshi,haining,嘉兴市,嘉兴市,浙江,浙江
桓台县,桓台,huantaixian,huantai,淄博市,淄博市,山东,山东
靖江市,靖江,jingjiangshi,jingjiang,泰州市,泰州市,江苏,江苏
闵行区,闵行,minxingqu,minxing,上海市,上海市,上海,上海
咸安区,咸安,xiananqu,xianan,咸宁市,咸宁市,湖北,湖北
阳原县,阳原,yangyuanxian,yangyuan,张家口市,张家口市,河北,河北
抚顺县,抚顺,fushunxian,fushun,抚顺市,抚顺市,辽宁,辽宁
秦都区,秦都,qindouqu,qindou,咸阳市,咸阳市,陕西,陕西
漳县,漳县,zhangxian,zhangxian,定西市,定西市,甘肃,甘肃
莱山区,莱山,laishanqu,laishan,烟台市,烟台市,山东,山东
内乡县,内乡,naxiangxian,naxiang,南阳市,南阳市,河南,河南
长清区,长清,changqingqu,changqing,济南市,济南市,山东,山东
湄潭县,湄潭,meitanxian,meitan,遵义市,遵义市,贵州,贵州
张店区,张店,zhangdianqu,zhangdian,淄博市,淄博市,山东,山东
寿阳县,寿阳,shouyangxian,shouyang,晋中市,晋中市,山西,山西
忻城县,忻城,xinchengxian,xincheng,来宾市,来宾市,广西,广西
昌乐县,昌乐,changlexian,changle,潍坊市,潍坊市,山东,山东
井研县,井研,jingyanxian,jingyan,乐山市,乐山市,四川,四川
临翔区,临翔,linxiangqu,linxiang,临沧市,临沧市,云南,云南
如东县,如东,rudongxian,rudong,南通市,南通市,江苏,江苏
肃南裕固族自治县,肃南裕固族,sunanyuguzuzizhixian,sunanyuguzu,张掖市,张掖市,甘肃,甘肃
新乐市,新乐,xinleshi,xinle,石家庄市,石家庄市,河北,河北
资溪县,资溪,zixixian,zixi,抚州市,抚州市,江西,江西
尖草坪区,尖草坪,jiancaopingqu,jiancaoping,太原市,太原市,山西,山西
新丰县,新丰,xinfengxian,xinfeng,韶关市,韶关市,广东,广东
枣强县,枣强,zaoqiangxian,zaoqiang,"衡水市 ","衡水市 ",河北,河北
德庆县,德庆,deqingxian,deqing,肇庆市,肇庆市,广东,广东
兴平市,兴平,xingpingshi,xingping,咸阳市,咸阳市,陕西,陕西
边坝县,边坝,bianbaxian,bianba,昌都市,昌都市,西藏,西藏
华亭县,华亭,huatingxian,huating,平凉市,平凉市,甘肃,甘肃
翔安区,翔安,xianganqu,xiangan,厦门市,厦门市,福建,福建
怀仁县,怀仁,huairenxian,huairen,朔州市,朔州市,山西,山西
渭滨区,渭滨,weibinqu,weibin,宝鸡市,宝鸡市,陕西,陕西
山阴县,山阴,shanyinxian,shanyin,朔州市,朔州市,山西,山西
晋州市,晋州,jinzhoushi,jinzhou,石家庄市,石家庄市,河北,河北
申扎县,申扎,shenzhaxian,shenzha,那曲地区,那曲,西藏,西藏
颍州区,颍州,yingzhouqu,yingzhou,阜阳市,阜阳市,安徽,安徽
二七区,二七,erqiqu,erqi,郑州市,郑州市,河南,河南
腾冲市,腾冲,tengchongxian,tengchong,保山市,保山市,云南,云南
湛河区,湛河,zhanhequ,zhanhe,平顶山市,平顶山市,河南,河南
辛集市,辛集,xinjishi,xinji,辛集市,辛集市,河北,河北
延津县,延津,yanjinxian,yanjin,新乡市,新乡市,河南,河南
额济纳旗,额济纳旗,ejinaqi,ejinaqi,阿拉善盟,阿拉善盟,内蒙古,内蒙古
肃北蒙古族自治县,肃北蒙古族,subeimengguzuzizhixian,subeimengguzu,酒泉市,酒泉市,甘肃,甘肃
玛多县,玛多,maduoxian,maduo,果洛藏族自治州,果洛藏族自治州,青海,青海
敖汉旗,敖汉旗,aohanqi,aohanqi,赤峰市,赤峰市,内蒙古,内蒙古
阿巴嘎旗,阿巴嘎旗,abagaqi,abagaqi,锡林郭勒盟,锡林郭勒盟,内蒙古,内蒙古
安多县,安多,anduoxian,anduo,那曲地区,那曲,西藏,西藏
额敏县,额敏,eminxian,emin,塔城地区,塔城,新疆,新疆
巴青县,巴青,baqingxian,baqing,那曲地区,那曲,西藏,西藏
冀州区,冀州,jizhoushi,jizhou,"衡水市 ","衡水市 ",河北,河北
阜城县,阜城,fuchengxian,fucheng,"衡水市 ","衡水市 ",河北,河北
广河县,广河,guanghexian,guanghe,临夏回族自治州,临夏回族自治州,甘肃,甘肃
麦盖提县,麦盖提,maigaitixian,maigaiti,喀什地区,喀什,新疆,新疆
白云区,白云,baiyunqu,baiyun,贵阳市,贵阳市,贵州,贵州
襄城县,襄城,xiangchengxian,xiangcheng,许昌市,许昌市,河南,河南
临武县,临武,linwuxian,linwu,郴州市,郴州市,湖南,湖南
若尔盖县,若尔盖,ruoergaixian,ruoergai,阿坝藏族羌族自治州,阿坝藏族羌族自治州,四川,四川
泽库县,泽库,zekuxian,zeku,黄南藏族自治州,黄南藏族自治州,青海,青海
杭锦后旗,杭锦后旗,hangjinhouqi,hangjinhouqi,巴彦淖尔市,巴彦淖尔市,内蒙古,内蒙古
江汉区,江汉,jianghanqu,jianghan,武汉市,武汉市,湖北,湖北
东乌珠穆沁旗,东乌珠穆沁旗,dongwuzhumuqinqi,dongwuzhumuqinqi,锡林郭勒盟,锡林郭勒盟,内蒙古,内蒙古
苏尼特左旗,苏尼特左旗,sunitezuoqi,sunitezuoqi,锡林郭勒盟,锡林郭勒盟,内蒙古,内蒙古
达尔罕茂明安联合旗,达尔罕茂明安联合旗,daerhanmaominganlianheqi,daerhanmaominganlianheqi,包头市,包头市,内蒙古,内蒙古
根河市,根河,genheshi,genhe,呼伦贝尔市,呼伦贝尔市,内蒙古,内蒙古
宾县,宾县,binxian,binxian,哈尔滨市,哈尔滨市,黑龙江,黑龙江
尚义县,尚义,shangyixian,shangyi,张家口市,张家口市,河北,河北
达日县,达日,darixian,dari,果洛藏族自治州,果洛藏族自治州,青海,青海
玛曲县,玛曲,maquxian,maqu,甘南藏族自治州,甘南藏族自治州,甘肃,甘肃
云龙县,云龙,yunlongxian,yunlong,大理白族自治州,大理白族自治州,云南,云南
偃师市,偃师,yanshishi,yanshi,洛阳市,洛阳市,河南,河南
镇康县,镇康,zhenkangxian,zhenkang,临沧市,临沧市,云南,云南
宁城县,宁城,ningchengxian,ningcheng,赤峰市,赤峰市,内蒙古,内蒙古
双江拉祜族佤族布朗族傣族自治县,双江拉祜族佤族布朗族傣族,shuangjianglahuzuwazubulangzudaizuzizhixian,shuangjianglahuzuwazubulangzudaizu,临沧市,临沧市,云南,云南
卡若区,卡若,karuoqu,karuo,昌都市,昌都市,西藏,西藏
梁河县,梁河,lianghexian,lianghe,德宏傣族景颇族自治州,德宏傣族景颇族自治州,云南,云南
芒市,芒市,mangshi,mangshi,德宏傣族景颇族自治州,德宏傣族景颇族自治州,云南,云南
耿马傣族佤族自治县,耿马傣族佤族,gengmadaizuwazuzizhixian,gengmadaizuwazu,临沧市,临沧市,云南,云南
沧源佤族自治县,沧源佤族,cangyuanwazuzizhixian,cangyuanwazu,临沧市,临沧市,云南,云南
墨玉县,墨玉,moyuxian,moyu,和田地区,和田,新疆,新疆
南木林县,南木林,nanmulinxian,nanmulin,日喀则市,日喀则市,西藏,西藏
孟连傣族拉祜族佤族自治县,孟连傣族拉祜族佤族,mengliandaizulahuzuwazuzizhixian,mengliandaizulahuzuwazu,普洱市,普洱市,云南,云南
盈江县,盈江,yingjiangxian,yingjiang,德宏傣族景颇族自治州,德宏傣族景颇族自治州,云南,云南
精河县,精河,jinghexian,jinghe,博尔塔拉蒙古自治州,博尔塔拉蒙古自治州,新疆,新疆
贵南县,贵南,guinanxian,guinan,海南藏族自治州,海南藏族自治州,青海,青海
梅里斯达斡尔族区,梅里斯达斡尔族,meilisidawoerzuqu,meilisidawoerzu,齐齐哈尔市,齐齐哈尔市,黑龙江,黑龙江
昌宁县,昌宁,changningxian,changning,保山市,保山市,云南,云南
阳城县,阳城,yangchengxian,yangcheng,晋城市,晋城市,山西,山西
武定县,武定,wudingxian,wuding,楚雄彝族自治州,楚雄彝族自治州,云南,云南
紫云苗族布依族自治县,紫云苗族布依族,ziyunmiaozubuyizuzizhixian,ziyunmiaozubuyizu,安顺市,安顺市,贵州,贵州
宁强县,宁强,ningqiangxian,ningqiang,汉中市,汉中市,陕西,陕西
天祝藏族自治县,天祝藏族,tianzhucangzuzizhixian,tianzhucangzu,武威市,武威市,甘肃,甘肃
孝南区,孝南,xiaonanqu,xiaonan,孝感市,孝感市,湖北,湖北
五指山市,五指山,wuzhishanshi,wuzhishan,五指山市,五指山市,海南,海南
锡林浩特市,锡林浩特,xilinhaoteshi,xilinhaote,锡林郭勒盟,锡林郭勒盟,内蒙古,内蒙古
宽甸满族自治县,宽甸满族,kuandianmanzuzizhixian,kuandianmanzu,丹东市,丹东市,辽宁,辽宁
保靖县,保靖,baojingxian,baojing,湘西土家族苗族自治州,湘西土家族苗族自治州,湖南,湖南
桐柏县,桐柏,tongbaixian,tongbai,南阳市,南阳市,河南,河南
监利县,监利,jianlixian,jianli,荆州市,荆州市,湖北,湖北
肥乡县,肥乡,feixiangxian,feixiang,邯郸市,邯郸市,河北,河北
囊谦县,囊谦,nangqianxian,nangqian,玉树藏族自治州,玉树藏族自治州,青海,青海
赣县,赣县,ganxian,ganxian,赣州市,赣州市,江西,江西
防城区,防城,fangchengqu,fangcheng,防城港市,防城港市,广西,广西
金坛区,金坛,jintanqu,jintan,常州市,常州市,江苏,江苏
远安县,远安,yuananxian,yuanan,宜昌市,宜昌市,湖北,湖北
城步苗族自治县,城步苗族,chengbumiaozuzizhixian,chengbumiaozu,邵阳市,邵阳市,湖南,湖南
浔阳区,浔阳,xunyangqu,xunyang,九江市,九江市,江西,江西
句容市,句容,jurongshi,jurong,镇江市,镇江市,江苏,江苏
黄岩区,黄岩,huangyanqu,huangyan,台州市,台州市,浙江,浙江
茅箭区,茅箭,maojianqu,maojian,十堰市,十堰市,湖北,湖北
务川仡佬族苗族自治县,务川仡佬族苗族,wuchuanyilaozumiaozuzizhixian,wuchuanyilaozumiaozu,遵义市,遵义市,贵州,贵州
绥阳县,绥阳,suiyangxian,suiyang,遵义市,遵义市,贵州,贵州
象山县,象山,xiangshanxian,xiangshan,宁波市,宁波市,浙江,浙江
商都县,商都,shangdouxian,shangdou,乌兰察布市,乌兰察布市,内蒙古,内蒙古
松江区,松江,songjiangqu,songjiang,上海市,上海市,上海,上海
科尔沁左翼后旗,科尔沁左翼后旗,keerqinzuoyihouqi,keerqinzuoyihouqi,通辽市,通辽市,内蒙古,内蒙古
玉州区,玉州,yuzhouqu,yuzhou,玉林市,玉林市,广西,广西
禄劝彝族苗族自治县,禄劝彝族苗族,luquanyizumiaozuzizhixian,luquanyizumiaozu,昆明市,昆明市,云南,云南
汉南区,汉南,hannanqu,hannan,武汉市,武汉市,湖北,湖北
翠峦区,翠峦,cuiluanqu,cuiluan,伊春市,伊春市,黑龙江,黑龙江
东丽区,东丽,dongliqu,dongli,天津市,天津市,天津,天津
遂川县,遂川,suichuanxian,suichuan,吉安市,吉安市,江西,江西
察哈尔右翼前旗,察哈尔右翼前旗,chahaeryouyiqianqi,chahaeryouyiqianqi,乌兰察布市,乌兰察布市,内蒙古,内蒙古
平阴县,平阴,pingyinxian,pingyin,济南市,济南市,山东,山东
坊子区,坊子,fangziqu,fangzi,潍坊市,潍坊市,山东,山东
河东区,河东,hedongqu,hedong,临沂市,临沂市,山东,山东
武清区,武清,wuqingqu,wuqing,天津市,天津市,天津,天津
闽清县,闽清,minqingxian,minqing,福州市,福州市,福建,福建
新吴区,新吴,xinwuqu,xinwu,无锡市,无锡市,江苏,江苏
香洲区,香洲,xiangzhouqu,xiangzhou,珠海市,珠海市,广东,广东
宁国市,宁国,ningguoshi,ningguo,宣城市,宣城市,安徽,安徽
邗江区,邗江,hanjiangqu,hanjiang,扬州市,扬州市,江苏,江苏
吴川市,吴川,wuchuanshi,wuchuan,湛江市,湛江市,广东,广东
淮上区,淮上,huaishangqu,huaishang,蚌埠市,蚌埠市,安徽,安徽
盐田区,盐田,yantianqu,yantian,深圳市,深圳市,广东,广东
雨花台区,雨花台,yuhuataiqu,yuhuatai,南京市,南京市,江苏,江苏
北仑区,北仑,beilunqu,beilun,宁波市,宁波市,浙江,浙江
大田县,大田,datianxian,datian,三明市,三明市,福建,福建
上犹县,上犹,shangyouxian,shangyou,赣州市,赣州市,江西,江西
华容县,华容,huarongxian,huarong,岳阳市,岳阳市,湖南,湖南
月湖区,月湖,yuehuqu,yuehu,鹰潭市,鹰潭市,江西,江西
玄武区,玄武,xuanwuqu,xuanwu,南京市,南京市,江苏,江苏
榕城区,榕城,rongchengqu,rongcheng,揭阳市,揭阳市,广东,广东
新昌县,新昌,xinchangxian,xinchang,绍兴市,绍兴市,浙江,浙江
秀屿区,秀屿,xiuyuqu,xiuyu,莆田市,莆田市,福建,福建
太平区,太平,taipingqu,taiping,阜新市,阜新市,辽宁,辽宁
下花园区,下花园,xiahuayuanqu,xiahuayuan,张家口市,张家口市,河北,河北
额尔古纳市,额尔古纳,eergunashi,eerguna,呼伦贝尔市,呼伦贝尔市,内蒙古,内蒙古
牙克石市,牙克石,yakeshishi,yakeshi,呼伦贝尔市,呼伦贝尔市,内蒙古,内蒙古
土默特右旗,土默特右旗,tumoteyouqi,tumoteyouqi,包头市,包头市,内蒙古,内蒙古
槐荫区,槐荫,huaiyinqu,huaiyin,济南市,济南市,山东,山东
上甘岭区,上甘岭,shangganlingqu,shangganling,伊春市,伊春市,黑龙江,黑龙江
美溪区,美溪,meixiqu,meixi,伊春市,伊春市,黑龙江,黑龙江
伊春,伊春,yichun,yichun,伊春市,伊春市,黑龙江,黑龙江
黟县,黟县,yixian,yixian,黄山市,黄山市,安徽,安徽
左贡县,左贡,zuogongxian,zuogong,昌都市,昌都市,西藏,西藏
莘县,莘县,xinxian,xinxian,聊城市,聊城市,山东,山东
墨竹工卡县,墨竹工卡,mozhugongkaxian,mozhugongka,拉萨市,拉萨市,西藏,西藏
聂拉木县,聂拉木,nielamuxian,nielamu,日喀则市,日喀则市,西藏,西藏
科尔沁左翼中旗,科尔沁左翼中旗,keerqinzuoyizhongqi,keerqinzuoyizhongqi,通辽市,通辽市,内蒙古,内蒙古
尉氏县,尉氏,weishixian,weishi,开封市,开封市,河南,河南
福山区,福山,fushanqu,fushan,烟台市,烟台市,山东,山东
久治县,久治,jiuzhixian,jiuzhi,果洛藏族自治州,果洛藏族自治州,青海,青海
噶尔县,噶尔,gaerxian,gaer,阿里地区,阿里,西藏,西藏
周村区,周村,zhoucunqu,zhoucun,淄博市,淄博市,山东,山东
勐海县,勐海,menghaixian,menghai,西双版纳傣族自治州,西双版纳傣族自治州,云南,云南
景谷傣族彝族自治县,景谷傣族彝族,jinggudaizuyizuzizhixian,jinggudaizuyizu,普洱市,普洱市,云南,云南
永德县,永德,yongdexian,yongde,临沧市,临沧市,云南,云南
勐腊县,勐腊,menglaxian,mengla,西双版纳傣族自治州,西双版纳傣族自治州,云南,云南
镇沅彝族哈尼族拉祜族自治县,镇沅彝族哈尼族拉祜族,zhenyuanyizuhanizulahuzuzizhixian,zhenyuanyizuhanizulahuzu,普洱市,普洱市,云南,云南
澜沧拉祜族自治县,澜沧拉祜族,lancanglahuzuzizhixian,lancanglahuzu,普洱市,普洱市,云南,云南
景洪市,景洪,jinghongshi,jinghong,西双版纳傣族自治州,西双版纳傣族自治州,云南,云南
江城哈尼族彝族自治县,江城哈尼族彝族,jiangchenghanizuyizuzizhixian,jiangchenghanizuyizu,普洱市,普洱市,云南,云南
瑞丽市,瑞丽,ruilishi,ruili,德宏傣族景颇族自治州,德宏傣族景颇族自治州,云南,云南
覃塘区,覃塘,tantangqu,tantang,贵港市,贵港市,广西,广西
前郭尔罗斯蒙古族自治县,前郭尔罗斯蒙古族,qianguoerluosimengguzuzizhixian,qianguoerluosimengguzu,松原市,松原市,吉林,吉林
蒙山县,蒙山,mengshanxian,mengshan,梧州市,梧州市,广西,广西
鄂托克旗,鄂托克旗,etuokeqi,etuokeqi,鄂尔多斯市,鄂尔多斯市,内蒙古,内蒙古
稻城县,稻城,daochengxian,daocheng,甘孜藏族自治州,甘孜藏族自治州,四川,四川
蓝田县,蓝田,lantianxian,lantian,西安市,西安市,陕西,陕西
孟村回族自治县,孟村回族,mengcunhuizuzizhixian,mengcunhuizu,沧州市,沧州市,河北,河北
盐山县,盐山,yanshanxian,yanshan,沧州市,沧州市,河北,河北
阿拉善右旗,阿拉善右旗,alashanyouqi,alashanyouqi,阿拉善盟,阿拉善盟,内蒙古,内蒙古
法库县,法库,fakuxian,faku,沈阳市,沈阳市,辽宁,辽宁
旌阳区,旌阳,jingyangqu,jingyang,德阳市,德阳市,四川,四川
华龙区,华龙,hualongqu,hualong,濮阳市,濮阳市,河南,河南
温泉县,温泉,wenquanxian,wenquan,博尔塔拉蒙古自治州,博尔塔拉蒙古自治州,新疆,新疆
