zstate1,zcity3,推理,省,市全称,市简称,区全称,区简称,翻译过程,province,province_clean,city,cityshort,town,townshort,provinceshortname,provincename,cityname,cityshortname,citypinyin,cityshortpinyin,provincepinyin,11
henan,wenfeng district,henan指河南。wenfeng district指河南安阳的文峰区，所属地级行政是安阳市，全称安阳市，简称安阳。文峰区全称文峰区，简称文峰,河南,安阳市,安阳,文峰区,文峰,河南拼音henan，安阳市拼音anyangshi，安阳拼音anyang，文峰区拼音wenfengqu，文峰拼音wenfeng,henan,henan,anyangshi,anyang,wenfengqu,wenfeng,河南省,河南,安阳市,安阳,anyangshi,Anyang,Henan,
shaanxi,weibin district,shaanxi指陕西。weibin district指陕西的渭滨区，所属地级行政区是宝鸡市，全称宝鸡市，简称宝鸡。渭滨区全称渭滨区，简称渭滨，填充到区。,陕西,宝鸡市,宝鸡,渭滨区,渭滨,陕西拼音shanxi，宝鸡市拼音baojishi，宝鸡拼音baoji，渭滨区拼音weibinqu，渭滨拼音weibin,shanxi,shanxi,baojishi,baoji,weibinqu,weibin,陕西省,陕西,宝鸡市,宝鸡,baojishi,Baoji,Shaanxi,
inner mongolia,donghe district,inner mongolia指内蒙古。donghe district指内蒙古包头市的东河区，所属地级行政区是包头市，全称包头市，简称包头。东河区的全称是东河区，简称东河。,内蒙古,包头市,包头,东河区,东河,内蒙古拼音neimenggu，包头市拼音baotoushi，包头拼音baotou，东河区拼音donghequ，东河拼音donghe,neimenggu,inner mongolia,baotoushi,baotou,donghequ,donghe,内蒙古自治区,内蒙古,包头市,包头,baotoushi,Baotou,Inner Mongolia,
inner mongolia,urad houqi,inner mongolia指内蒙古。urad houqi指内蒙古巴彦淖尔市的乌拉特后旗，所属地级行政区是巴彦淖尔市，全称巴彦淖尔市，简称巴彦淖尔。乌拉特后旗全称乌拉特后旗，简称乌拉特后旗，填充到区。,内蒙古,巴彦淖尔市,巴彦淖尔,乌拉特后旗,乌拉特后旗,内蒙古拼音neimenggu，巴彦淖尔市拼音bayannaoershi，巴彦淖尔拼音bayannaoer，乌拉特后旗拼音wulatehouqi，乌拉特后旗拼音wulatehouqi,neimenggu,inner mongolia,bayannaoershi,bayannaoer,wulatehouqi,wulatehouqi,内蒙古自治区,内蒙古,巴彦淖尔市,巴彦淖尔,bayannaoershi,Bayan Nur,Inner Mongolia,
xinjiang uygur,lop county,xinjiang uygur指新疆维吾尔自治区。lop county指新疆巴音郭楞蒙古自治州的若羌县，若羌县是县级行政区，所属地级行政区是巴音郭楞蒙古自治州，全称巴音郭楞蒙古自治州，简称巴音郭楞。若羌县全称若羌县，简称若羌，填充到区,新疆维吾尔自治区,巴音郭楞蒙古自治州,巴音郭楞,若羌县,若羌,新疆维吾尔自治区拼音xinjiangweiwuerzizhiqu，巴音郭楞蒙古自治州拼音bayinguolengmengguzizhizhou，巴音郭楞拼音bayinguoleng，若羌县拼音ruoqiangxian，若羌拼音ruoqiang,xinjiangweiwuerzizhiqu,xinjiang,bayinguolengmengguzizhizhou,bayinguoleng,ruoqiangxian,ruoqiang,新疆维吾尔自治区,新疆,巴音郭楞蒙古自治州,巴音郭楞,bayinguolengmengguzizhizhou,Bayingol,Xinjiang,
xinjiang uygur,qira county,xinjiang uygur指新疆维吾尔自治区。qira county指新疆维吾尔自治区的且末县，且末县隶属于巴音郭楞蒙古自治州，全称巴音郭楞蒙古自治州，简称巴音郭楞。且末县全称且末县，简称且末，填充到区,新疆维吾尔自治区,巴音郭楞蒙古自治州,巴音郭楞,且末县,且末,新疆维吾尔自治区拼音xinjiangweiwuerzizhiqu，巴音郭楞蒙古自治州拼音bayinguolengmengguzizhizhou，巴音郭楞拼音bayinguoleng，且末县拼音qiemoxian，且末拼音qiemo,xinjiangweiwuerzizhiqu,xinjiang,bayinguolengmengguzizhizhou,bayinguoleng,qiemoxian,qiemo,新疆维吾尔自治区,新疆,巴音郭楞蒙古自治州,巴音郭楞,bayinguolengmengguzizhizhou,Bayingol,Xinjiang,
sichuan,bazhou district,sichuan指四川。bazhou district指四川的巴州区，巴州区所属地级行政区是巴中市，全称巴中市，简称巴中。巴州区全称巴州区，简称巴州,四川,巴中市,巴中,巴州区,巴州,四川拼音sichuan，巴中市拼音bazhongshi，巴中拼音bazhong，巴州区拼音bazhouqu，巴州拼音bazhou,sichuan,sichuan,bazhongshi,bazhong,bazhouqu,bazhou,四川省,四川,巴中市,巴中,bazhongshi,Bazhong,Sichuan,
beijing,shunyi district,beijing指北京。shunyi district指北京的顺义区，所属地级行政是北京市，全称北京市，简称北京。顺义区全称顺义区，简称顺义,北京,北京市,北京,顺义区,顺义,北京拼音beijing，北京市拼音beijingshi，北京拼音beijing，顺义区拼音shunyiqu，顺义拼音shunyi,beijing,beijing,beijingshi,beijing,shunyiqu,shunyi,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing,
beijing,haidian district,beijing指北京。haidian district指北京的海淀区，海淀区全称海淀区，简称海淀,北京,北京市,北京,海淀区,海淀,北京拼音beijing，北京市拼音beijingshi，北京拼音beijing，海淀区拼音haidianqu，海淀拼音haidian,beijing,beijing,beijingshi,beijing,haidianqu,haidian,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing,
beijing,changping district,beijing指北京。changping district指北京的昌平区，昌平区全称昌平区，简称昌平,北京,北京市,北京,昌平区,昌平,北京拼音beijing，北京市拼音beijingshi，北京拼音beijing，昌平区拼音changpingqu，昌平拼音changping,beijing,beijing,beijingshi,beijing,changpingqu,changping,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing,
beijing,dawangjing village,beijing指北京。dawangjing village指北京的大望京村，大望京村隶属于北京市朝阳区，全称北京市，简称北京。朝阳区全称朝阳区，简称朝阳,北京,北京市,北京,朝阳区,朝阳,北京拼音beijing，北京市拼音beijingshi，北京拼音beijing，朝阳区拼音chaoyangqu，朝阳拼音chaoyang,beijing,beijing,beijingshi,beijing,chaoyangqu,chaoyang,北京市,北京,北京市,北京,beijingshi,Beijing,Beijing,
hebei,yunhe district,hebei指河北。yunhe district指河北沧州的运河区，所属地级行政是沧州市，全称沧州市，简称沧州。运河区全称运河区，简称运河,河北,沧州市,沧州,运河区,运河,河北拼音hebei，沧州市拼音cangzhoushi，沧州拼音cangzhou，运河区拼音yunhequ，运河拼音yunhe,hebei,hebei,cangzhoushi,cangzhou,yunhequ,yunhe,河北省,河北,沧州市,沧州,cangzhoushi,Cangzhou,Hebei,
jilin,changchun,jilin指吉林。changchun指吉林的长春市，长春市是地级行政区，全称长春市，简称长春。输入没有提供地区名，填充为null。,吉林,长春市,长春,null,null,吉林拼音jilin，长春市拼音changchunshi，长春拼音changchun，null非中文返回null，null非中文返回null,jilin,jilin,changchunshi,changchun,null,null,吉林省,吉林,长春市,长春,changchunshi,Changchun,Jilin,
jilin,erdao district,jilin指吉林。erdao district指吉林长春的二道区，所属地级行政是长春市，全称长春市，简称长春。二道区全称二道区，简称二道,吉林,长春市,长春,二道区,二道,吉林拼音jilin，长春市拼音changchunshi，长春拼音changchun，二道区拼音erdaoqu，二道拼音erdao,jilin,jilin,changchunshi,changchun,erdaoqu,erdao,吉林省,吉林,长春市,长春,changchunshi,Changchun,Jilin,
jilin,chaoyang district,jilin指吉林。chaoyang district指吉林长春的朝阳区，所属地级行政是长春市，全称长春市，简称长春。朝阳区全称朝阳区，简称朝阳,吉林,长春市,长春,朝阳区,朝阳,吉林拼音jilin，长春市拼音changchunshi，长春拼音changchun，朝阳区拼音chaoyangqu，朝阳拼音chaoyang,jilin,jilin,changchunshi,changchun,chaoyangqu,chaoyang,吉林省,吉林,长春市,长春,changchunshi,Changchun,Jilin,
xinjiang uygur,huyanghe,xinjiang uygur指新疆维吾尔自治区。huyanghe指新疆的呼图壁县的呼图壁河，呼图壁县所属地级行政区是昌吉回族自治州，全称昌吉回族自治州，简称昌吉。呼图壁县全称呼图壁县，简称呼图壁，填充到区,新疆维吾尔自治区,昌吉回族自治州,昌吉,呼图壁县,呼图壁,新疆维吾尔自治区拼音xinjiangweiwuerzizhiqu，昌吉回族自治州拼音changjihuizuzizhizhou，昌吉拼音changji，呼图壁县拼音hutubixian，呼图壁拼音hutubi,xinjiangweiwuerzizhiqu,xinjiang,changjihuizuzizhizhou,changji,hutubixian,hutubi,新疆维吾尔自治区,新疆,昌吉回族自治州,昌吉,changjihuizuzizhizhou,Changji,Xinjiang,
hunan,changsha,hunan指湖南。changsha指湖南的长沙市，长沙市是地级行政区，全称长沙市，简称长沙。输入没有提供地区名，填充为null,湖南,长沙市,长沙,null,null,湖南拼音hunan，长沙市拼音changshashi，长沙拼音changsha，null非中文返回null，null非中文返回null,hunan,hunan,changshashi,changsha,null,null,湖南省,湖南,长沙市,长沙,changshashi,Changsha,Hunan,
hunan,furong district,hunan指湖南。furong district指湖南长沙的芙蓉区，所属地级行政是长沙市，全称长沙市，简称长沙。芙蓉区全称芙蓉区，简称芙蓉,湖南,长沙市,长沙,芙蓉区,芙蓉,湖南拼音hunan，长沙市拼音changshashi，长沙拼音changsha，芙蓉区拼音furongqu，芙蓉拼音furong,hunan,hunan,changshashi,changsha,furongqu,furong,湖南省,湖南,长沙市,长沙,changshashi,Changsha,Hunan,
hunan,changsha county,hunan指湖南。changsha county指湖南长沙的长沙县，所属地级行政区是长沙市，全称长沙市，简称长沙。长沙县全称长沙县，简称长沙县，填充到区。,湖南,长沙市,长沙,长沙县,长沙县,湖南拼音hunan，长沙市拼音changshashi，长沙拼音changsha，长沙县拼音changshaxian，长沙县拼音changshaxian,hunan,hunan,changshashi,changsha,changshaxian,changshaxian,湖南省,湖南,长沙市,长沙,changshashi,Changsha,Hunan,
hunan,yuelu district,hunan指湖南。yuelu district指湖南长沙的岳麓区，所属地级行政是长沙市，全称长沙市，简称长沙。岳麓区全称岳麓区，简称岳麓,湖南,长沙市,长沙,岳麓区,岳麓,湖南拼音hunan，长沙市拼音changshashi，长沙拼音changsha，岳麓区拼音yueluqu，岳麓拼音yuelu,hunan,hunan,changshashi,changsha,yueluqu,yuelu,湖南省,湖南,长沙市,长沙,changshashi,Changsha,Hunan,
shanxi,changzhi,shanxi指山西。changzhi指山西的长治市，长治市是地级行政区，全称长治市，简称长治。输入没有提供地区名，填充为null。,山西,长治市,长治,null,null,山西拼音shanxi，长治市拼音changzhishi，长治拼音changzhi，null非中文返回null，null非中文返回null,shanxi,shanxi,changzhishi,changzhi,null,null,山西省,山西,长治市,长治,changzhishi,Changzhi,Shanxi,
jiangsu,changzhou,jiangsu指江苏。changzhou指江苏的常州市，常州市是地级行政区，全称常州市，简称常州。输入没有提供地区名，填充为null,江苏,常州市,常州,null,null,江苏拼音jiangsu，常州市拼音changzhoushi，常州拼音changzhou，null非中文返回null，null非中文返回null,jiangsu,jiangsu,changzhoushi,changzhou,null,null,江苏省,江苏,常州市,常州,changzhoushi,Changzhou,Jiangsu,
sichuan,shuangliu,sichuan指四川。shuangliu指四川的双流区，所属地级行政是成都市，全称成都市，简称成都。双流区全称双流区，简称双流,四川,成都市,成都,双流区,双流,四川拼音sichuan，成都市拼音chengdushi，成都拼音chengdu，双流区拼音shuangliuqu，双流拼音shuangliu,sichuan,sichuan,chengdushi,chengdu,shuangliuqu,shuangliu,四川省,四川,成都市,成都,chengdoushi,Chengdu,Sichuan,
hunan,yizhang,hunan指湖南。yizhang指湖南的宜章县，宜章县所属地级行政区是郴州市，全称郴州市，简称郴州。宜章县的全称是宜章县，简称宜章，填充到区。,湖南,郴州市,郴州,宜章县,宜章,湖南拼音hunan，郴州市拼音chenzhoushi，郴州拼音chenzhou，宜章县拼音yizhangxian，宜章拼音yizhang,hunan,hunan,chenzhoushi,chenzhou,yizhangxian,yizhang,湖南省,湖南,郴州市,郴州,chenzhoushi,Chenzhou,Hunan,
anhui,guichi district,anhui指安徽。guichi district指安徽池州的贵池区，所属地级行政是池州市，全称池州市，简称池州。贵池区全称贵池区，简称贵池,安徽,池州市,池州,贵池区,贵池,安徽拼音anhui，池州市拼音chizhoushi，池州拼音chizhou，贵池区拼音guichiqu，贵池拼音guichi,anhui,anhui,chizhoushi,chizhou,guichiqu,guichi,安徽省,安徽,池州市,池州,chizhoushi,Chizhou,Anhui,
yunnan,chuxiong,yunnan指云南。chuxiong指云南的楚雄彝族自治州，全称楚雄彝族自治州，简称楚雄。输入没有提供地区名，填充为null,云南,楚雄彝族自治州,楚雄,null,null,云南拼音yunnan，楚雄彝族自治州拼音chuxiongyizuzizhizhou，楚雄拼音chuxiong，null非中文返回null，null非中文返回null,yunnan,yunnan,chuxiongyizuzizhizhou,chuxiong,null,null,云南省,云南,楚雄彝族自治州,楚雄,chuxiongyizuzizhizhou,Chuxiong,Yunnan,
anhui,tianjia an district,anhui指安徽。tianjia an district指安徽滁州的琅琊区，原名是滁县地区滁州市，后改名为滁州市琅琊区，所属地级行政是滁州市，全称滁州市，简称滁州。琅琊区全称琅琊区，简称琅琊,安徽,滁州市,滁州,琅琊区,琅琊,安徽拼音anhui，滁州市拼音chuzhoushi，滁州拼音chuzhou，琅琊区拼音langyaqu，琅琊拼音langya,anhui,anhui,chuzhoushi,chuzhou,langyaqu,langya,安徽省,安徽,滁州市,滁州,chuzhoushi,Chuzhou,Anhui,
liaoning,wafangdian,liaoning指辽宁。wafangdian指辽宁的瓦房店市，瓦房店市是县级市，所属地级行政区是大连市，全称大连市，简称大连。瓦房店市的全称是瓦房店市，简称瓦房店，填充到区。,辽宁,大连市,大连,瓦房店市,瓦房店,辽宁拼音liaoning，大连市拼音dalianshi，大连拼音dalian，瓦房店市拼音wafangdianshi，瓦房店拼音wafangdian,liaoning,liaoning,dalianshi,dalian,wafangdianshi,wafangdian,辽宁省,辽宁,大连市,大连,dalianshi,Dalian,Liaoning,
liaoning,dalian,liaoning指辽宁。dalian指辽宁的大连市，全称大连市，简称大连,辽宁,大连市,大连,null,null,辽宁拼音liaoning，大连市拼音dalianshi，大连拼音dalian，null非中文返回null，null非中文返回null,liaoning,liaoning,dalianshi,dalian,null,null,辽宁省,辽宁,大连市,大连,dalianshi,Dalian,Liaoning,
yunnan,yangbi yi autonomous county,yunnan指云南。yangbi yi autonomous county指云南的漾濞彝族自治县，漾濞彝族自治县是县级行政区，所属地级行政区是大理白族自治州，全称大理白族自治州，简称大理。漾濞彝族自治县的全称是漾濞彝族自治县，简称漾濞，填充到区。,云南,大理白族自治州,大理,漾濞彝族自治县,漾濞,云南拼音yunnan，大理白族自治州拼音dali baizu zizhizhou，大理拼音dali，漾濞彝族自治县拼音yangbi yizu zizhixian，漾濞拼音yangbi,yunnan,yunnan,dali baizu zizhizhou,dali,yangbi yizu zizhixian,yangbi,云南省,云南,大理白族自治州,大理,dalibaizuzizhizhou,Dali,Yunnan,
yunnan,mangshi town,yunnan指云南。mangshi town指云南的芒市，芒市是县级市，所属地级行政区是德宏傣族景颇族自治州，全称德宏傣族景颇族自治州，简称德宏。芒市全称芒市，简称芒市，填充到区。,云南,德宏傣族景颇族自治州,德宏,芒市,芒市,云南拼音yunnan，德宏傣族景颇族自治州拼音dehongdaizujingpozuzizhizhou，德宏拼音dehong，芒市拼音mangshi，芒市拼音mangshi,yunnan,yunnan,dehongdaizujingpozuzizhizhou,dehong,mangshi,mangshi,云南省,云南,德宏傣族景颇族自治州,德宏,dehongdaizujingpozuzizhizhou,Dehong,Yunnan,
guangdong,dongcheng subdistrict,guangdong指广东。dongcheng subdistrict指广东东莞的东城街道，所属地级行政是东莞市，全称东莞市，简称东莞。东城街道位于东莞市东城街道，全称东城街道，简称东城,广东,东莞市,东莞,东城街道,东城,广东拼音guangdong，东莞市拼音dongguanshi，东莞拼音dongguan，东城街道拼音dongchengjiedao，东城拼音dongcheng,guangdong,guangdong,dongguanshi,dongguan,dongchengjiedao,dongcheng,广东省,广东,东莞市,东莞,dongwanshi,Dongguan,Guangdong,
hubei,echeng district,hubei指湖北。echeng district指湖北鄂州的鄂城区，所属地级行政是鄂州市，全称鄂州市，简称鄂州。鄂城区全称鄂城区，简称鄂城,湖北,鄂州市,鄂州,鄂城区,鄂城,湖北拼音hubei，鄂州市拼音ezhoushi，鄂州拼音ezhou，鄂城区拼音echengqu，鄂城拼音echeng,hubei,hubei,ezhoushi,ezhou,echengqu,echeng,湖北省,湖北,鄂州市,鄂州,ezhoushi,Ezhou,Hubei,
